age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,deposit,Target
32.0,admin,married,5.0,no,no,no,telephone,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
22.0,blue-collar,single,2.0,no,yes,no,telephone,jul,thu,7.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,technician,married,5.0,no,no,yes,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
26.0,blue-collar,single,2.0,no,no,no,cellular,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,blue-collar,married,2.0,no,yes,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
49.0,housemaid,married,4.0,no,yes,no,cellular,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,admin,single,3.0,no,yes,no,cellular,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,entrepreneur,married,4.0,no,no,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,entrepreneur,married,4.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
44.0,blue-collar,married,2.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
48.0,technician,married,2.0,no,no,yes,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
44.0,blue-collar,married,2.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,admin,single,5.0,no,yes,yes,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,entrepreneur,divorced,4.0,no,no,no,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,services,single,2.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
44.0,blue-collar,married,2.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,technician,married,5.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,entrepreneur,divorced,4.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,entrepreneur,divorced,4.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,admin,single,3.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
51.0,blue-collar,married,2.0,no,yes,yes,cellular,jul,thu,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,blue-collar,married,2.0,no,yes,no,cellular,jul,thu,9.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,services,single,5.0,no,no,no,cellular,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
50.0,management,single,5.0,no,no,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
23.0,blue-collar,single,2.0,no,yes,no,cellular,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,blue-collar,married,2.0,no,yes,yes,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,admin,single,3.0,no,yes,no,cellular,jul,thu,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
37.0,self-employed,married,2.0,no,yes,yes,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,technician,single,5.0,no,no,no,cellular,jul,thu,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,technician,single,4.0,no,no,yes,telephone,jul,thu,7.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,entrepreneur,divorced,4.0,no,yes,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
22.0,blue-collar,single,2.0,no,yes,yes,telephone,jul,thu,10.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,blue-collar,single,4.0,no,yes,no,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
25.0,blue-collar,married,2.0,no,no,no,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
26.0,technician,married,5.0,no,yes,no,cellular,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,services,single,3.0,no,no,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,management,married,3.0,no,no,no,telephone,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,self-employed,married,5.0,no,yes,no,telephone,jul,thu,6.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,admin,married,3.0,no,no,no,cellular,jul,thu,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,blue-collar,married,4.0,no,no,no,telephone,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,blue-collar,married,2.0,no,yes,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,blue-collar,married,2.0,no,no,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
51.0,housemaid,divorced,3.0,no,yes,yes,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
26.0,technician,married,5.0,no,no,no,telephone,jul,thu,7.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
48.0,technician,married,2.0,no,no,no,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,admin,single,5.0,no,yes,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,technician,married,3.0,no,no,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,technician,married,4.0,no,no,yes,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
42.0,admin,single,3.0,no,no,no,telephone,jul,thu,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,entrepreneur,divorced,4.0,no,no,yes,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,services,single,5.0,no,no,no,cellular,jul,thu,6.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,entrepreneur,divorced,4.0,no,yes,yes,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,services,married,3.0,no,no,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,self-employed,married,5.0,no,yes,no,telephone,jul,thu,20.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
23.0,services,single,3.0,no,no,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
49.0,management,divorced,5.0,no,no,no,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,self-employed,married,5.0,no,yes,no,telephone,jul,thu,10.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,admin,single,3.0,no,no,no,telephone,jul,thu,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,blue-collar,single,2.0,no,yes,no,telephone,jul,thu,7.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,admin,single,3.0,no,yes,no,cellular,jul,thu,14.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,self-employed,married,5.0,no,yes,no,telephone,jul,thu,27.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
23.0,blue-collar,single,2.0,no,yes,no,cellular,jul,thu,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
26.0,admin,single,3.0,no,no,no,telephone,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
40.0,technician,married,5.0,no,yes,no,cellular,jul,thu,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,technician,single,4.0,no,no,no,cellular,jul,thu,5.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,technician,married,4.0,no,no,no,cellular,jul,thu,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
26.0,entrepreneur,single,5.0,no,no,no,telephone,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,blue-collar,divorced,4.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,blue-collar,single,2.0,no,yes,yes,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
52.0,admin,married,3.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,blue-collar,divorced,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,blue-collar,single,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
52.0,services,married,2.0,no,yes,no,cellular,jul,fri,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,services,married,3.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
33.0,admin,divorced,3.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,student,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,blue-collar,married,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,blue-collar,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
37.0,blue-collar,married,2.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
51.0,services,single,2.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,services,single,3.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,student,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,student,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,student,single,2.0,no,yes,yes,telephone,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
51.0,services,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,student,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,management,married,5.0,no,yes,yes,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,student,single,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
60.0,retired,divorced,3.0,no,yes,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,blue-collar,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
34.0,services,divorced,2.0,no,no,no,cellular,jul,fri,1.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
44.0,entrepreneur,divorced,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
40.0,services,married,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
22.0,blue-collar,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,admin,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
22.0,services,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
56.0,technician,married,4.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
52.0,housemaid,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,services,married,4.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
52.0,housemaid,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,management,single,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
52.0,housemaid,married,2.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,blue-collar,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,blue-collar,single,4.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
55.0,retired,married,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,admin,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,technician,married,2.0,no,yes,no,telephone,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,admin,married,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
43.0,blue-collar,divorced,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,blue-collar,married,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24.0,blue-collar,married,2.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,admin,single,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,student,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
50.0,technician,divorced,4.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,admin,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,technician,married,2.0,no,yes,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,admin,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
50.0,technician,divorced,4.0,no,yes,no,telephone,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,admin,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,admin,married,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,admin,single,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,blue-collar,married,2.0,no,no,yes,telephone,jul,fri,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,admin,single,5.0,no,no,no,telephone,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,admin,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,admin,married,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,admin,single,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,services,married,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
38.0,entrepreneur,married,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
49.0,admin,married,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,blue-collar,married,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,services,married,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
36.0,services,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,admin,single,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
37.0,services,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
55.0,retired,married,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,admin,married,5.0,no,yes,no,telephone,jul,fri,4.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,entrepreneur,divorced,5.0,no,no,no,cellular,jul,fri,7.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,technician,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,blue-collar,married,2.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,technician,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
56.0,management,married,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,services,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,admin,single,2.0,no,yes,no,cellular,jul,fri,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,blue-collar,married,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,admin,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
38.0,technician,married,4.0,no,yes,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
38.0,blue-collar,divorced,2.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,admin,married,5.0,no,no,yes,telephone,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,admin,married,5.0,no,yes,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,blue-collar,single,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,services,married,4.0,no,yes,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
48.0,admin,married,5.0,no,yes,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
31.0,technician,divorced,4.0,no,yes,yes,cellular,jul,fri,3.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,unemployed,married,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,blue-collar,married,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
37.0,technician,married,4.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
44.0,technician,single,5.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,services,married,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
43.0,entrepreneur,divorced,4.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,admin,single,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,admin,single,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
41.0,services,married,4.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,admin,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
49.0,admin,married,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
50.0,blue-collar,divorced,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
40.0,blue-collar,married,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30.0,services,single,3.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
32.0,blue-collar,married,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
38.0,blue-collar,divorced,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
27.0,services,single,3.0,no,no,no,cellular,jul,fri,8.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
51.0,entrepreneur,divorced,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
38.0,blue-collar,divorced,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
54.0,blue-collar,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
38.0,blue-collar,divorced,2.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
35.0,admin,single,5.0,no,yes,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,1.0
28.0,services,married,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
28.0,services,married,3.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
38.0,blue-collar,divorced,2.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
42.0,technician,divorced,5.0,no,no,yes,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
33.0,technician,single,5.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
34.0,blue-collar,married,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
29.0,blue-collar,single,2.0,no,no,no,cellular,jul,fri,2.0,Never,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
